"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NV.AGR.TOTL.KD.ZG","农业，增加值（年增长率）","基于不变价本币的农业增加值年增长率总量基于2005 年美元不变价。总量基于2000 年美元不变价。农业对应《国际标准行业分类》第 1-5 项，包含林业、狩猎和渔业，以及作物耕种和畜牧生产。增加值为所有产出相加再减去中间投入得出的部门的净产出。这种计算方法未扣除装配式资产的折旧或自然资源的损耗和退化。增加值的来源根据《国际标准行业分类》第3修订版确定。","世界银行国民经济核算数据，以及经济合作与发展组织 国民经济核算数据文件。",
"NV.AGR.TOTL.KN","农业，增加值（不变价本币单位）","农业对应《国际标准行业分类》第 1-5 项，包括林业、狩猎和渔业以及作物耕种和畜牧生产。增加值为所有产出相加再减去中间投入得出的部门的净产出。这种计算方法未扣除装配式资产的折旧或自然资源的损耗和退化。增加值的来源是根据《国际标准行业分类》第3修订版确定的。数据按不变价本币计。","世界银行国民经济核算数据，以及经济合作与发展组织 国民经济核算数据文件。",
"NV.AGR.TOTL.ZS","农业，增加值（占 GDP 的百分比）","农业对应《国际标准行业分类》第 1-5 项，包括林业、狩猎和渔业以及作物耕种和畜牧生产。增加值为所有产出相加再减去中间投入得出的部门的净产出。这种计算方法未扣除装配式资产的折旧或自然资源的损耗和退化。增加值来源是根据《国际标准行业分类》（ISIC）修订本第3版确定的。注： 对于 VAB 国家，用按要素成本计算的总增加值作为分母。","世界银行国民经济核算数据，以及经济合作与发展组织 国民经济核算数据文件。",
"NV.IND.MANF.CD","制造业，增加值（现价美元）","制造业指的是属于国际标准产业分类（ISIC）中第15-37类的产业。增加值是一个部门在总计了各项产值并减去了中间投入之后的净产 值。这种计算方法未扣除装配式资产的折旧或自然资源的损耗和退化。增加值的来源根据《国际标准行业分类》第3修订版确定。数据按现价美元计计。","世界银行国民经济核算数据，以及经济合作与发展组织 国民经济核算数据文件。",
"NV.IND.MANF.CN","制造业，增加值（现价本币单位）","制造业指的是属于国际标准产业分类（ISIC）中第15-37类的产业。增加值是一个部门在总计了各项产值并减去了中间投入之后的净产 值。这种计算方法未扣除装配式资产的折旧或自然资源的损耗和退化。增加值的来源根据《国际标准行业分类》修订本第3版确定。数据按现价本币计。","世界银行国民经济核算数据，以及经济合作与发展组织 国民经济核算数据文件。",
"NV.IND.MANF.KD","制造业，增加值（2010年不变价美元）","制造业指的是属于国际标准产业分类（ISIC）中第15-37类的产业。增加值是一个部门在总计了各项产值并减去了中间投入之后的净产 值。这种计算方法未扣除装配式资产的折旧或自然资源的损耗和退化。增加值的来源是由国际标准产业分类（ISIC）第3修订版确定的。数据是以2005年不变价美元表示的。","世界银行国民经济核算数据，以及经济合作与发展组织 国民经济核算数据文件。",
"NV.IND.MANF.KD.ZG","制造业，增加值（年增长百分比）","根据不变价本本币计算的制造业增加值的年增长率。总数是根据2005年不变价美元计算的。制造业指的是属于国际标准产业分类（ISIC）中第15-37类的产业。增加值是一个部门在总计了各项产值并减去了中间投入之后的净产值。这种计算方法未扣除装配式资产的折旧或自然资源的损耗和退化。增加值的来源根据《国际标准行业分类》第3修订版确定。","世界银行国民经济核算数据，以及经济合作与发展组织 国民经济核算数据文件。",
"NV.IND.MANF.KN","制造业，增加值（不变价本币单位）","制造业指的是属于国际标准产业分类（ISIC）中第15-37类的产业。增加值是一个部门在总计了各项产值并减去了中间投入之后的净产 值。这种计算方法未扣除装配式资产的折旧或自然资源的损耗和退化。增加值的来源是根据《国际标准行业分类》第3修订版确定的。数据按不变价本币计。","世界银行国民经济核算数据，以及经济合作与发展组织 国民经济核算数据文件。",
"NV.IND.MANF.ZS","制造业，增加值（占GDP的百分比）","制造业指的是属于国际标准产业分类（ISIC）中第15-37类的产业。增加值是一个部门在总计了各项产值并减去了中间投入之后的净产 值。这种计算方法未扣除装配式资产的折旧或自然资源的损耗和退化。增加值来源是根据《国际标准行业分类》（ISIC）修订本第3版确定的。注： 对于 VAB 国家，用按要素成本计算的总增加值作为分母。","世界银行国民经济核算数据，以及经济合作与发展组织 国民经济核算数据文件。",
"NV.IND.TOTL.CD","工业增加值（现价美元）","工业与 ISIC 第 10-45 项相对应，并包括制造业（ISIC 第 15-37 项）。其中包括采矿业、制造业（同时作为独立组别予以公布）、建筑业、电力、水和天然气行业中的增加值。增加值为所有产出相加再减去中间投入得出的部门的净产出。这种计算方法未扣除装配式资产的折旧或自然资源的损耗和退化。增加值的来源根据《国际标准行业分类》第3修订版确定。数据按现价美元计计。","世界银行国民经济核算数据，以及经济合作与发展组织 国民经济核算数据文件。",
"NV.IND.TOTL.CN","工业增加值（现价本币单位）","工业与 ISIC 第 10-45 项相对应，并包括制造业（ISIC 第 15-37 项）。其中包括采矿业、制造业（同时作为独立组别予以公布）、建筑业、电力、水和天然气行业中的增加值。增加值为所有产出相加再减去中间投入得出的部门的净产出。这种计算方法未扣除装配式资产的折旧或自然资源的损耗和退化。增加值的来源根据《国际标准行业分类》修订本第3版确定。数据按现价本币计。","世界银行国民经济核算数据，以及经济合作与发展组织 国民经济核算数据文件。",
"NV.IND.TOTL.KD","工业增加值（2010年不变价美元）","工业与 ISIC 第 10-45 项相对应，并包括制造业（ISIC 第 15-37 项）。其中包括采矿业、制造业（同时作为独立组别予以公布）、建筑业、电力、水和天然气行业中的增加值。增加值为所有产出相加再减去中间投入得出的部门的净产出。这种计算方法未扣除装配式资产的折旧或自然资源的损耗和退化。增加值的来源根据《国际标准行业分类》修订本第3版确定。数据按2005 年不变价美元计。","世界银行国民经济核算数据，以及经济合作与发展组织 国民经济核算数据文件。",
